command,algo,testname,num_features,num_inputs,mlspl_query,result_count,result_message,disk_write(kb),cpu_percent(%),command_time(sec),cpu_time(sec),memory(mb),run_time(sec)
fit,LinearRegression,aws.m3.large_fit_LinearRegression_i500_f10,10,500,| inputlookup cover_500.csv | fit LinearRegression "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_LinearRegression_t500_f10,500,Good Job,8.0,93.9,0.394,0.59,65.0,1.174
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i20000_f10,10,20000,| inputlookup cover_20000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_ElasticNet_t20000_f10,20000,Good Job,20.0,100.6,2.603,1.77,147.0,3.755
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i50000_f10,10,50000,| inputlookup cover_50000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_ElasticNet_t50000_f10,50000,Good Job,16.0,104.2,6.287,3.72,284.0,7.919
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i100000_f10,10,100000,| inputlookup cover_100000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_ElasticNet_t100000_f10,100000,Good Job,28.0,103.2,16.494,7.0,461.0,22.74
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i200000_f10,10,200000,| inputlookup cover_200000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_ElasticNet_t200000_f10,100000,Good Job,40.0,103.2,20.511,7.83,510.0,29.074
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i500000_f10,10,500000,| inputlookup cover_500000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_ElasticNet_t500000_f10,100000,Good Job,76.0,103.7,30.803,10.58,503.0,46.11
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i1000000_f10,10,1000000,| inputlookup cover_1000000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_ElasticNet_t1000000_f10,100000,Good Job,80.0,103.4,47.809,14.73,525.0,74.448
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i500_f20,20,500,| inputlookup cover_500.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t500_f20,500,Good Job,8.0,98.0,0.36,0.62,65.0,1.129
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i1000_f20,20,1000,| inputlookup cover_1000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t1000_f20,1000,Good Job,16.0,100.0,0.371,0.67,68.0,1.174
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i2000_f20,20,2000,| inputlookup cover_2000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t2000_f20,2000,Good Job,12.0,98.9,0.524,0.73,72.0,1.347
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i5000_f20,20,5000,| inputlookup cover_5000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t5000_f20,5000,Good Job,12.0,97.5,0.936,0.97,88.0,1.843
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i10000_f20,20,10000,| inputlookup cover_10000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t10000_f20,10000,Good Job,20.0,100.5,1.6,1.35,111.0,2.656
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i20000_f20,20,20000,| inputlookup cover_20000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t20000_f20,20000,Good Job,16.0,102.3,3.148,2.31,152.0,4.3
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i50000_f20,20,50000,| inputlookup cover_50000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t50000_f20,50000,Good Job,28.0,104.0,7.808,5.2,285.0,9.427
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i100000_f20,20,100000,| inputlookup cover_100000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t100000_f20,100000,Good Job,36.0,103.4,20.012,10.2,470.0,26.354
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i200000_f20,20,200000,| inputlookup cover_200000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t200000_f20,100000,Good Job,40.0,103.1,23.614,10.9,553.0,32.128
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i500000_f20,20,500000,| inputlookup cover_500000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t500000_f20,100000,Good Job,52.0,105.9,34.206,13.75,513.0,49.599
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i1000000_f20,20,1000000,| inputlookup cover_1000000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 into model_ElasticNet_t1000000_f20,100000,Good Job,56.0,103.1,51.371,18.09,548.0,78.034
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i500_f50,50,500,| inputlookup cover_500.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t500_f50,500,Good Job,16.0,101.8,0.325,0.65,66.0,1.12
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i1000_f50,50,1000,| inputlookup cover_1000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t1000_f50,1000,Good Job,8.0,98.3,0.439,0.71,71.0,1.22
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i2000_f50,50,2000,| inputlookup cover_2000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t2000_f50,2000,Good Job,16.0,95.2,0.596,0.79,73.0,1.423
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i5000_f50,50,5000,| inputlookup cover_5000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t5000_f50,5000,Good Job,28.0,100.2,1.209,1.2,91.0,2.088
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i10000_f50,50,10000,| inputlookup cover_10000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t10000_f50,10000,Good Job,16.0,101.2,2.11,1.83,116.0,3.111
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i20000_f50,50,20000,| inputlookup cover_20000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t20000_f50,20000,Good Job,20.0,100.9,4.379,3.54,169.0,5.503
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i50000_f50,50,50000,| inputlookup cover_50000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t50000_f50,50000,Good Job,32.0,104.0,11.63,8.96,324.0,13.266
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i100000_f50,50,100000,| inputlookup cover_100000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t100000_f50,100000,Good Job,48.0,103.1,29.035,18.39,536.0,35.347
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i200000_f50,50,200000,| inputlookup cover_200000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t200000_f50,100000,Good Job,56.0,103.1,33.603,19.93,531.0,42.105
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i500000_f50,50,500000,| inputlookup cover_500000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t500000_f50,100000,Good Job,64.0,107.1,44.189,22.62,527.0,59.522
fit,ElasticNet,aws.m3.large_fit_ElasticNet_i1000000_f50,50,1000000,| inputlookup cover_1000000.csv | fit ElasticNet "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points Wilderness_Area_1 Wilderness_Area_2 Wilderness_Area_3 Wilderness_Area_4 Soil_Type_1 Soil_Type_2 Soil_Type_3 Soil_Type_4 Soil_Type_5 Soil_Type_6 Soil_Type_7 Soil_Type_8 Soil_Type_9 Soil_Type_10 Soil_Type_11 Soil_Type_12 Soil_Type_13 Soil_Type_14 Soil_Type_15 Soil_Type_16 Soil_Type_17 Soil_Type_18 Soil_Type_19 Soil_Type_20 Soil_Type_21 Soil_Type_22 Soil_Type_23 Soil_Type_24 Soil_Type_25 Soil_Type_26 Soil_Type_27 Soil_Type_28 Soil_Type_29 Soil_Type_30 Soil_Type_31 Soil_Type_32 Soil_Type_33 Soil_Type_34 Soil_Type_35 Soil_Type_36 into model_ElasticNet_t1000000_f50,100000,Good Job,96.0,105.8,61.633,27.5,533.0,88.178
fit,Lasso,aws.m3.large_fit_Lasso_i500_f10,10,500,| inputlookup cover_500.csv | fit Lasso "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_Lasso_t500_f10,500,Good Job,12.0,101.7,0.301,0.61,66.0,1.101
fit,Lasso,aws.m3.large_fit_Lasso_i1000_f10,10,1000,| inputlookup cover_1000.csv | fit Lasso "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_Lasso_t1000_f10,1000,Good Job,12.0,99.5,0.351,0.63,68.0,1.126
fit,Lasso,aws.m3.large_fit_Lasso_i2000_f10,10,2000,| inputlookup cover_2000.csv | fit Lasso "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_Lasso_t2000_f10,2000,Good Job,12.0,102.1,0.479,0.68,74.0,1.29
fit,Lasso,aws.m3.large_fit_Lasso_i5000_f10,10,5000,| inputlookup cover_5000.csv | fit Lasso "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_Lasso_t5000_f10,5000,Good Job,20.0,100.2,0.816,0.87,89.0,1.672
fit,Lasso,aws.m3.large_fit_Lasso_i10000_f10,10,10000,| inputlookup cover_10000.csv | fit Lasso "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_Lasso_t10000_f10,10000,Good Job,20.0,101.1,1.444,1.15,108.0,2.441
fit,Lasso,aws.m3.large_fit_Lasso_i20000_f10,10,20000,| inputlookup cover_20000.csv | fit Lasso "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_Lasso_t20000_f10,20000,Good Job,16.0,100.8,2.635,1.82,150.0,3.818
fit,Lasso,aws.m3.large_fit_Lasso_i50000_f10,10,50000,| inputlookup cover_50000.csv | fit Lasso "Elevation" from Elevation Aspect Slope Horizontal_Distance_To_Hydrology Vertical_Distance_To_Hydrology Horizontal_Distance_To_Roadways Hillshade_9am Hillshade_Noon Hillshade_3pm Horizontal_Distance_To_Fire_Points into model_Lasso_t50000_f10,50000,Good Job,24.0,102.7,6.321,3.78,286.0,7.98
